sobol_index,batch,pressure_atm,requested_vapor_fraction,benzene_feed_fraction,toluene_feed_fraction,stages,feed_stage,feed_stage_fraction,reflux_ratio,bottoms_fraction,feed_flow_kmol_h,feed_temperature_C,x_D_benzene,x_B_benzene,Q_C,Q_R,dwsim_solved,column_calculated,output_values_valid,composition_valid,temperature_valid,case_valid,split,lhs_index,column_error,error_message
1525.0,2048.0,1.0211328575387597,0.1806212598457932,0.6685726713389157,0.3314273286610842,12,5,0.4166666666666667,4.47892703069374,0.5081005861982704,100.0,88.0365518052023,0.9958408725409092,0.3517397116702082,2268.799144866519,2275.363309738,True,True,True,True,True,True,sobol_train_val,,,
1526.0,2048.0,1.5423320550471544,0.1154194003902375,0.4845877166837453,0.5154122833162547,28,15,0.5357142857142857,2.6075508065521715,0.4635265357792377,100.0,108.143149921215,0.9027783687893224,0.0005718786564711,1623.385585759874,1641.2517033393524,True,True,True,True,True,True,sobol_train_val,,,
1527.0,2048.0,1.8718811674043536,0.2860534499399363,0.5303526367992162,0.4696473632007838,16,10,0.625,1.5414890681393445,0.58406253606081,100.0,114.20782173144296,0.9565973662846,0.2268046547296542,866.9131195920229,876.847050515077,True,True,True,True,True,True,sobol_train_val,,,
1528.0,2048.0,1.3146540001034737,0.0143818644806742,0.3229298215359449,0.6770701784640552,24,8,0.3333333333333333,2.9668904950842263,0.4379626614972949,100.0,107.51405120539852,0.5745589046157936,1.4622180016741309e-05,1981.751841169627,1990.508762661368,True,True,True,True,True,True,sobol_train_val,,,
1529.0,2048.0,1.3122184118255973,0.2236181289888918,0.5120689611881971,0.4879310388118029,29,19,0.6551724137931034,3.591631690319628,0.519361750036478,100.0,101.28643177823528,0.9999980317598752,0.0605099858255527,1831.1510114238083,1849.632939832634,True,True,True,True,True,True,sobol_train_val,,,
1530.0,2048.0,1.7512700073421,0.0826844282448291,0.3413653220981359,0.6586346779018641,11,4,0.3636363636363636,1.7529248882085084,0.4529493710026145,100.0,117.82197499988638,0.6129189469431503,0.0133960462930753,1309.99097558257,1319.2943830870097,True,True,True,True,True,True,sobol_train_val,,,
1531.0,2048.0,1.5848221527412534,0.244821823015809,0.6987757559865713,0.3012242440134287,23,11,0.4782608695652174,2.407293870393187,0.5945787383243442,100.0,102.96179608388314,0.9993265933790124,0.4938413715229753,1134.4761301518176,1138.2423484650149,True,True,True,True,True,True,sobol_train_val,,,
1532.0,2048.0,1.101689761504531,0.047711366135627,0.4546341132372617,0.5453658867627382,17,10,0.5882352941176471,3.8653641292825336,0.4265671953558922,100.0,96.76048679197618,0.7905919542712312,0.0030070188156513,2430.9820450404686,2444.997140791315,True,True,True,True,True,True,sobol_train_val,,,
1533.0,2048.0,1.231149391271174,0.274184064567089,0.3785997860133647,0.6214002139866353,18,9,0.5,3.212960757315159,0.5628231264650821,100.0,103.1955293149473,0.8612700913992758,0.0036838544649593,1576.6009559368408,1593.477425345029,True,True,True,True,True,True,sobol_train_val,,,
1534.0,2048.0,1.705355392768979,0.0206771143712103,0.5743034906685351,0.4256965093314648,22,9,0.4090909090909091,1.3968191566877066,0.4089108427986503,100.0,109.25185957151284,0.960164117816558,0.0165206585251467,1167.902016655213,1185.740673149941,True,True,True,True,True,True,sobol_train_val,,,
1535.0,2048.0,1.8807367933914063,0.1590839062817394,0.4168198205530643,0.5831801794469357,14,4,0.2857142857142857,2.747298823110759,0.5388125790283084,100.0,118.04753623598344,0.8840532631866822,0.0168886290457193,1436.8187289098264,1453.8864021801355,True,True,True,True,True,True,sobol_train_val,,,
1536.0,2048.0,1.4327588006854055,0.1495466809719801,0.6359613858163357,0.3640386141836643,26,17,0.6538461538461539,4.234379768092185,0.483301131427288,100.0,100.92852882240425,0.9999976838392928,0.2467687085501742,2233.156016330793,2243.6916816595904,True,True,True,True,True,True,sobol_train_val,,,
1537.0,2048.0,1.4326043874025345,0.2733780336566269,0.4360509224236011,0.5639490775763989,29,19,0.6551724137931034,3.4274433910846707,0.4500539399683476,100.0,106.9049435044618,0.7921958750011943,0.0008755503210195,2091.010154472694,2105.5517905598235,True,True,True,True,True,True,sobol_train_val,,,
1538.0,2048.0,1.8789306757971644,0.0200170028954744,0.6169112913310528,0.3830887086689472,11,4,0.3636363636363636,2.020529271941632,0.521190389059484,100.0,111.76678939542391,0.9565901152194384,0.3048538272325138,1185.7675572634791,1193.3419586868145,True,True,True,True,True,True,sobol_train_val,,,
1539.0,2048.0,1.7066081408411264,0.1587173067033291,0.3743934355676174,0.6256065644323826,23,10,0.4347826086956521,2.140004211477935,0.4264353526756168,100.0,115.65617788617732,0.6524849239715839,0.0003550665062477,1561.5426957144891,1572.1577519434982,True,True,True,True,True,True,sobol_train_val,,,
1540.0,2048.0,1.2318566972389815,0.1490330354310572,0.5786908484995366,0.4213091515004634,17,10,0.5882352941176471,4.029867128748447,0.5959726378321648,100.0,97.04830848555127,0.9996674352112908,0.2932985929465081,1692.8851531843536,1701.192369972645,True,True,True,True,True,True,sobol_train_val,,,
1541.0,2048.0,1.1034885477274656,0.2231053557246923,0.6545302476733923,0.3454697523266077,18,9,0.5,2.971446060296148,0.4067877806723118,100.0,91.07905611411236,0.999327005062746,0.1517176450640547,1974.045135122866,1986.4158125841936,True,True,True,True,True,True,sobol_train_val,,,
1542.0,2048.0,1.5849691154435277,0.0823175598867237,0.4986700039356946,0.5013299960643054,22,10,0.4545454545454545,1.5355220172554254,0.5654243251308799,100.0,108.74051043091409,0.9582479469703912,0.1454481029886107,912.77683191341,925.7574082189074,True,True,True,True,True,True,sobol_train_val,,,
1543.0,2048.0,1.750569675117731,0.2441625469364226,0.5412610959261656,0.4587389040738344,14,4,0.2857142857142857,2.608885485772044,0.4823967291042209,100.0,111.2534038345766,0.958833509025961,0.0932145501568217,1537.782415996374,1552.944220057688,True,True,True,True,True,True,sobol_train_val,,,
1544.0,2048.0,1.310972518287599,0.0469050228595733,0.3119635697454214,0.6880364302545786,26,16,0.6153846153846154,4.476184012927114,0.5394341096282005,100.0,107.79752716995932,0.6767141776248244,0.0005411490493833,2214.151422134188,2225.944517457168,True,True,True,True,True,True,sobol_train_val,,,
